config,feature_bundle,n_features_mean,n_features_std,accuracy_mean,accuracy_std,closed_precision_mean,closed_precision_std,closed_recall_mean,closed_recall_std,closed_f1_mean,closed_f1_std,pr_auc_closed_mean,pr_auc_closed_std
core_no_geo_priors,low_plus_medium,76.0,0.0,0.6330232166536867,0.02054559793578163,0.1398061996596179,0.015570512301745979,0.5832706766917293,0.06458849984700737,0.22545238026679587,0.02462763854885326,0.13676124924487748,0.024779122195088158
full_bundle,low_plus_medium,109.0,0.0,0.6211765139236777,0.023718537783580247,0.13709110027399712,0.012710454625546116,0.5923245614035088,0.06299824208712057,0.22248128839589643,0.020255471869897745,0.1375294923670659,0.03164645611178221
no_raw_geo_ids,low_plus_medium,108.0,0.0,0.6761768822749374,0.020047655831697885,0.1535006694179144,0.020238571920746823,0.5619674185463659,0.076587731599406,0.24098401534060984,0.031402755812295555,0.13643591760611268,0.019470159281833196
