model_key,mode,gate_type,feature_bundle,selected_trial,params_json,category_top_k,dataset_top_k,cluster_top_k,threshold,confirm_n_splits,confirm_n_repeats,confirm_random_state,accuracy_mean,accuracy_std,open_precision_mean,open_precision_std,open_recall_mean,open_recall_std,open_f1_mean,open_f1_std,closed_precision_mean,closed_precision_std,closed_recall_mean,closed_recall_std,closed_f1_mean,closed_f1_std,pr_auc_closed_mean,pr_auc_closed_std
rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45,0.39,5,10,142,0.8860503273064052,0.00948521441891438,0.9274958314649168,0.004461259228374476,0.94875,0.008829810939340094,0.9379817261600674,0.005335947400685242,0.3433499218605064,0.06079817180919901,0.26347744360902253,0.04721881542733775,0.29699950657844076,0.04917555896300704,0.26228271916699286,0.044827671447778
