threshold,accuracy_mean,accuracy_std,open_precision_mean,open_precision_std,open_recall_mean,open_recall_std,open_f1_mean,open_f1_std,closed_precision_mean,closed_precision_std,closed_recall_mean,closed_recall_std,closed_f1_mean,closed_f1_std,pr_auc_closed_mean,pr_auc_closed_std,model_key,mode,gate_type,feature_bundle,selected_trial,params_json,category_top_k,dataset_top_k,cluster_top_k
0.26,0.9095825703200096,0.004207861283368458,0.9164376823169614,0.0024659683226794346,0.9908333333333335,0.004829872089309733,0.952175645071303,0.002303315320622582,0.5511248337718926,0.1206855199112328,0.10288220551378448,0.02786326128414681,0.17107714631463827,0.040844935239713505,0.2594107919596014,0.04857732371188753,rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45
0.27,0.9099075964554085,0.004760267630831821,0.9177496292521988,0.0025187492957001135,0.9895238095238096,0.004650482139196354,0.952279408084228,0.002588871863235512,0.5513437216378392,0.11553330199029424,0.11946532999164579,0.02589513080483744,0.19466827678075466,0.037435709737767144,0.2594107919596014,0.04857732371188753,rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45
0.28,0.9094752222385935,0.0049479321336843496,0.918267447453896,0.002593129299732789,0.9883333333333334,0.004695972124599077,0.9520062706912034,0.002690207022342488,0.5360520742873683,0.11084421315076673,0.12656641604010027,0.026267011323363402,0.20321309319204361,0.037588748561264144,0.2594107919596014,0.04857732371188753,rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45
0.29,0.9094746960225081,0.004664221868137729,0.9193804361205783,0.002343263830715293,0.9869047619047618,0.004776762535175952,0.9519395803922939,0.0025545548797285596,0.532807667049153,0.09190124998120412,0.14072681704260653,0.024173665316886434,0.22100821565752582,0.03278465253087596,0.2594107919596014,0.04857732371188753,rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45
0.3,0.907852547236664,0.0051269207963402265,0.9195243049645658,0.0022824585881587754,0.9847619047619048,0.005210968721009385,0.9510181088377241,0.0028197217134427795,0.5005514125250967,0.0895425461836154,0.14427736006683375,0.02272685364832952,0.22246251894372546,0.031004300068052954,0.2594107919596014,0.04857732371188753,rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45
0.31,0.9059057231261445,0.00501720990824755,0.919645008036725,0.0023861193381311922,0.9822619047619049,0.0052353889112609865,0.9499143636721183,0.0027658634913113153,0.46513830711199133,0.07836250606081818,0.14784878863826234,0.023609021078291346,0.22297223819762374,0.03128470153703728,0.2594107919596014,0.04857732371188753,rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45
0.32,0.9053649483957427,0.00540970217143654,0.9206298150529336,0.00225125519204364,0.9803571428571428,0.005494276552006836,0.9495472126493693,0.0029886795805400407,0.46060686045980165,0.07642291085113677,0.16083959899749375,0.02151103889732539,0.23716160229241165,0.029366726200448633,0.2594107919596014,0.04857732371188753,rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45
0.33,0.9029853992576845,0.009402445980019374,0.9213745807581296,0.0032316036835395873,0.976547619047619,0.009148869550876577,0.9481413264516496,0.0052220812729394574,0.4418822673733326,0.10187931124805041,0.1726608187134503,0.03178857128754772,0.2461672750383821,0.045079753983282615,0.2594107919596014,0.04857732371188753,rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45
0.34,0.8999568502809994,0.011913309613598466,0.9223613931772542,0.004325085513900569,0.9716666666666666,0.011005306903732906,0.9463484535716027,0.00660895256859832,0.4178109664969219,0.1162837984842456,0.18807435254803678,0.042351697989423155,0.2568827859485128,0.05869321235725702,0.2594107919596014,0.04857732371188753,rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45
0.35,0.897145102331488,0.011956681091584067,0.9233930238511411,0.004854299046468682,0.9670238095238094,0.011588660498702809,0.9446723438486957,0.006669168251055364,0.39694157000415603,0.1013447047370355,0.2034670008354219,0.04980209421913502,0.2657503332004774,0.060155713419771224,0.2594107919596014,0.04857732371188753,rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45
