model_key,mode,gate_type,feature_bundle,selected_trial,params_json,category_top_k,dataset_top_k,cluster_top_k,threshold,cv_n_splits,cv_n_repeats,eval_scope,n_alex_eval,accuracy,open_precision,open_recall,open_f1,closed_precision,closed_recall,closed_f1,pr_auc_closed,accuracy_mean,accuracy_std,open_precision_mean,open_precision_std,open_recall_mean,open_recall_std,open_f1_mean,open_f1_std,closed_precision_mean,closed_precision_std,closed_recall_mean,closed_recall_std,closed_f1_mean,closed_f1_std,pr_auc_closed_mean,pr_auc_closed_std
rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45,0.39,5,1,all,79734,0.8205282564527052,0.9564240251162311,0.8256786978480132,0.8862552460892789,0.45115411517836324,0.7920589439214081,0.5748663101604278,0.5838605141626173,0.8205282248797442,0.004025482529517714,0.9564272352471015,0.001634353084665113,0.8256786538220574,0.004797779176444893,0.8862483096826332,0.0028279323417319977,0.4512421312918396,0.0067873881440987105,0.7920589439214081,0.008320639179547696,0.5749015689441143,0.006352567781682352,0.5846198728185277,0.006658037778944357
rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45,0.39,5,1,sf,36848,0.9176346070343031,0.9783987868659673,0.9311675306314797,0.9541990492718629,0.4846747519294377,0.7589779005524862,0.591575830978334,0.5713226292341841,0.9176561867683034,0.003649885787115273,0.9784004630030385,0.0014281599642232143,0.9311806893794344,0.0036580044453912238,0.9542031624250248,0.0021744249886206015,0.4847445563393985,0.016917338061107214,0.7588870447246064,0.013326903196241047,0.5914518672233242,0.014850313091897941,0.5766881126496692,0.021284292751637242
rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45,0.39,5,1,nyc,42886,0.737093690248566,0.9290883892824146,0.7189799505466679,0.8106410493256974,0.44216439976345356,0.8023393067925743,0.570132296313241,0.5865777971527664,0.7371022593215897,0.0057004995441778655,0.9291051568723138,0.0030784538270331886,0.7190196821868791,0.007692470532672056,0.8106390523350824,0.004291479002444336,0.44227421532444045,0.011331231665102425,0.802290546201457,0.010453523445123116,0.5701126028713147,0.010079011307849953,0.5873265419618839,0.013396658123023904
