model_key,mode,gate_type,feature_bundle,selected_trial,params_json,category_top_k,dataset_top_k,cluster_top_k,threshold,cv_n_splits,cv_n_repeats,n_oof_eval,accuracy,open_precision,open_recall,open_f1,closed_precision,closed_recall,closed_f1,pr_auc_closed,accuracy_mean,accuracy_std,open_precision_mean,open_precision_std,open_recall_mean,open_recall_std,open_f1_mean,open_f1_std,closed_precision_mean,closed_precision_std,closed_recall_mean,closed_recall_std,closed_f1_mean,closed_f1_std,pr_auc_closed_mean,pr_auc_closed_std
rf,single,diagnostic,v2_rf_single_no_spatial_prior,35,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 450}",25,5,45,0.39,5,1,3082,0.8831927319922128,0.927170868347339,0.9457142857142857,0.9363507779349364,0.3274336283185841,0.2624113475177305,0.29133858267716534,0.2383760303834632,0.8831889747205792,0.011321925153608099,0.9271682204794173,0.003585600472520326,0.9457142857142857,0.011214513191505413,0.9363214208697089,0.006417509859566965,0.3333074935400516,0.07000322736732889,0.2621553884711779,0.04088671138118157,0.2919032293871004,0.04692038521774409,0.25918820033507534,0.053949262312273816
