model_key,mode,feature_bundle,selected_trial,params_json,selection_rationale,accuracy_mean,closed_precision_mean,closed_recall_mean,closed_f1_mean,pr_auc_closed_mean
lightgbm,single,low_plus_medium,4,"{""class_weight"": ""balanced"", ""colsample_bytree"": 0.9032350960341495, ""learning_rate"": 0.012106766445987193, ""min_child_samples"": 68, ""n_estimators"": 263, ""num_leaves"": 111, ""reg_lambda"": 0.5117430300313628, ""subsample"": 0.852665759648826}",No trial passed gates; fallback to max closed-F1.,0.7537503420404554,0.12017978716653528,0.3151629072681704,0.1558622673308011,0.1533358347410781
lightgbm,two-stage,low_plus_medium,22,"{""class_weight"": ""balanced"", ""colsample_bytree"": 0.9743759290802504, ""learning_rate"": 0.013296043304226877, ""min_child_samples"": 61, ""n_estimators"": 216, ""num_leaves"": 85, ""reg_lambda"": 0.18828505956270378, ""subsample"": 0.6337972875294081}",No trial passed gates; fallback to max closed-F1.,0.7949346439621966,0.1071484593837535,0.16278195488721803,0.10933973489445754,0.13724061331224727
