threshold,accuracy_mean,accuracy_std,open_precision_mean,open_precision_std,open_recall_mean,open_recall_std,open_f1_mean,open_f1_std,closed_precision_mean,closed_precision_std,closed_recall_mean,closed_recall_std,closed_f1_mean,closed_f1_std,pr_auc_closed_mean,pr_auc_closed_std,model_key,mode,gate_type,feature_bundle,selected_trial,params_json,category_top_k,dataset_top_k,cluster_top_k,selection_rationale
0.48,0.907636623236299,0.004103981196991519,0.9110927222336402,0.002086525637966387,0.9954761904761905,0.0027561516435214727,0.9514159903038762,0.002181913723158443,0.4685714285714286,0.2682256019565871,0.03548454469507101,0.02053203322991251,0.0656022366965309,0.03752188127737988,0.21642257336062104,0.03264032705984024,rf,single,production,low_plus_medium,7,"{""class_weight"": {""0"": 4.0, ""1"": 1.0}, ""max_depth"": 8, ""max_features"": ""log2"", ""min_samples_leaf"": 5, ""min_samples_split"": 11, ""n_estimators"": 525}",50,5,70,No production gate-pass candidate; fallback to precision/F1 best-effort.
0.5,0.8469574185943715,0.024526056996191176,0.926464015798686,0.006169764593156287,0.9033333333333334,0.02979426811818699,0.9144697225000525,0.015183913655227836,0.23722821410821085,0.04994488920352888,0.2874477861319967,0.06871740510135589,0.25581440601899985,0.04596297084198436,0.20627715343500957,0.03313619588084199,rf,single,diagnostic,low_plus_medium,14,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""max_features"": ""log2"", ""min_samples_leaf"": 7, ""min_samples_split"": 6, ""n_estimators"": 375}",50,5,70,Diagnostic gate-pass candidate selected.
