model_key,mode,gate_type,feature_bundle,selected_trial,params_json,selection_rationale,search_accuracy_mean,search_closed_precision_mean,search_closed_recall_mean,search_closed_f1_mean,search_pr_auc_closed_mean
rf,single,production,low_plus_medium,7,"{""class_weight"": {""0"": 4.0, ""1"": 1.0}, ""max_depth"": 8, ""max_features"": ""log2"", ""min_samples_leaf"": 5, ""min_samples_split"": 11, ""n_estimators"": 525}",No production gate-pass candidate; fallback to precision/F1 best-effort.,0.9033141089056811,0.3510737628384687,0.08176691729323309,0.13045918444790322,0.20016426062357046
rf,single,diagnostic,low_plus_medium,14,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""max_features"": ""log2"", ""min_samples_leaf"": 7, ""min_samples_split"": 6, ""n_estimators"": 375}",Diagnostic gate-pass candidate selected (closed-F1 first).,0.8630785745858679,0.25404163587090417,0.2518796992481203,0.25020115644848484,0.18867925606842534
