model_key,mode,trial,feature_bundle,params_json,objective_score,accuracy_mean,accuracy_std,open_precision_mean,open_precision_std,open_recall_mean,open_recall_std,open_f1_mean,open_f1_std,closed_precision_mean,closed_precision_std,closed_recall_mean,closed_recall_std,closed_f1_mean,closed_f1_std,pr_auc_closed_mean,pr_auc_closed_std
rf,single,19,low_plus_medium,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""max_features"": ""log2"", ""min_samples_leaf"": 7, ""min_samples_split"": 12, ""n_estimators"": 375}",0.22023755024505737,0.8601554442316193,0.0029853282496166223,0.9199506209197164,0.004668303601701203,0.9267857142857142,0.00845154254728517,0.9233100939793639,0.0020917196541539785,0.21021860253567573,0.03026783960132557,0.19849624060150378,0.057830960108845544,0.20305095223128009,0.044614491997644695,0.17186598013777282,0.014591366981073765
rf,single,20,low_plus_medium,"{""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 9, ""n_estimators"": 425}",0.1591236963448611,0.8517065187648656,0.02576564638166598,0.9181390523778363,0.005553347069716227,0.9189285714285715,0.035581897484134095,0.9180942235908619,0.016194108329632972,0.18583939519674092,0.03990687140738301,0.18489974937343356,0.08087523578819077,0.1780894270656636,0.051531509402168094,0.16435781287345225,0.018064717320758025
rf,single,21,low_plus_medium,"{""class_weight"": ""balanced"", ""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 7, ""min_samples_split"": 7, ""n_estimators"": 375}",0.23984584144211205,0.865673872318929,0.009723396078133039,0.9216145064271153,0.003698893552687823,0.9314285714285713,0.014751340305759558,0.9264106262354901,0.006031174977872841,0.23794019933554816,0.021961291657525188,0.212531328320802,0.05236408633504368,0.22203859301722068,0.032090481604474363,0.1780724842489136,0.01730800593798416
rf,single,22,low_plus_medium,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""max_features"": ""log2"", ""min_samples_leaf"": 7, ""min_samples_split"": 8, ""n_estimators"": 350}",0.23444490998033546,0.8367935549053863,0.030980809799430378,0.9227533260029464,0.004216232911035252,0.895357142857143,0.037620554520753406,0.9084275388810372,0.01932048488422978,0.20752312591236738,0.04216707162583887,0.2550751879699248,0.05839061147474864,0.22322069628571173,0.031169764361291055,0.17637103883851024,0.0327563067301122
rf,single,23,low_plus_medium,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""max_features"": ""log2"", ""min_samples_leaf"": 7, ""min_samples_split"": 9, ""n_estimators"": 350}",0.2551867495441105,0.8585320676082426,0.004673185484275883,0.9233861806142457,0.004689402776009168,0.9207142857142857,0.00473803541479346,0.9220312765840177,0.0025415943805686945,0.23231805851859,0.035191855536288785,0.24097744360902254,0.05339044455213934,0.2361576403840156,0.043640397633975064,0.19029109160094934,0.027368081469810616
rf,single,24,low_plus_medium,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 6, ""n_estimators"": 400}",0.23477032958985133,0.8585341724725841,0.018910713449345234,0.9209310138769421,0.003810996552662932,0.9235714285714286,0.021080506519105296,0.9221375523940722,0.011220870727813225,0.22793263567868785,0.05886095091046822,0.21271929824561403,0.04040746199846172,0.2170281698178524,0.040460738809061036,0.1774215977199894,0.029803405818951446
rf,single,25,low_plus_medium,"{""class_weight"": ""balanced"", ""max_depth"": 12, ""max_features"": ""log2"", ""min_samples_leaf"": 7, ""min_samples_split"": 7, ""n_estimators"": 350}",0.23661093517091483,0.8617698751815446,0.013400205244257604,0.9212775067171078,0.002918035357100377,0.9271428571428573,0.018708286933869694,0.9240804574178499,0.00818367191942947,0.23078593423622298,0.019001102196056097,0.2130952380952381,0.03886348592025046,0.2183901859493762,0.019219449167571727,0.1822074922153863,0.02263666367801205
rf,single,26,low_plus_medium,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""max_features"": ""log2"", ""min_samples_leaf"": 7, ""min_samples_split"": 8, ""n_estimators"": 425}",0.2513316098990035,0.8656670315098192,0.009549157106064894,0.9224538366859075,0.002843711615604764,0.9303571428571429,0.010350983390135314,0.9263603418431854,0.005568929767106772,0.24607194000475077,0.03650832486561861,0.2233082706766917,0.032337990502480304,0.23336482821363283,0.03204424125385159,0.1796678168537066,0.014218893685715757
rf,single,27,low_plus_medium,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 6, ""min_samples_split"": 9, ""n_estimators"": 450}",0.1674215759663879,0.849434843924309,0.034463477057482685,0.9175075490981428,0.0036250220491405387,0.9167857142857143,0.04267222008926811,0.9166024725571251,0.021649084137684807,0.18909468075687713,0.044345216503760054,0.18095238095238092,0.06105361668979018,0.17825156340332712,0.04085817355870621,0.16433310670867973,0.027531855135626417
rf,single,28,low_plus_medium,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""max_features"": ""log2"", ""min_samples_leaf"": 7, ""min_samples_split"": 10, ""n_estimators"": 375}",0.23056953485709591,0.8595081984466102,0.017741004746926987,0.9203981553461066,0.003954921865253268,0.9253571428571428,0.018329467743366187,0.9227985806848891,0.010409256802484619,0.22467178211859062,0.05864635638797731,0.20557644110275688,0.03748595589639904,0.21295155925223455,0.044037249407324446,0.1761797560486135,0.02936616373993744
