model_key,mode,feature_bundle,selected_trial,params_json,selection_rationale,accuracy_mean,closed_precision_mean,closed_recall_mean,closed_f1_mean,pr_auc_closed_mean
xgboost,single,low_plus_medium,32,"{""colsample_bytree"": 0.7049842063691458, ""learning_rate"": 0.013271009765149472, ""max_depth"": 5, ""min_child_weight"": 9.431318354804013, ""n_estimators"": 375, ""reg_lambda"": 0.30334800982314974, ""subsample"": 0.8987158445396104}",No trial passed gates; fallback to max closed-F1.,0.8818934307183902,0.11975801975801974,0.04598997493734335,0.06627754228865683,0.14123292775653595
xgboost,two-stage,low_plus_medium,32,"{""colsample_bytree"": 0.9203855414566705, ""learning_rate"": 0.1273815071993458, ""max_depth"": 4, ""min_child_weight"": 9.350158871550523, ""n_estimators"": 679, ""reg_lambda"": 3.501199019791219, ""subsample"": 0.6228927760613041}",No trial passed gates; fallback to max closed-F1.,0.8909774990001894,0.12876750700280112,0.03182957393483709,0.05088541972502077,0.10760469711574036

