model_key,mode,feature_bundle,selected_trial,params_json,accuracy_mean,accuracy_std,open_precision_mean,open_precision_std,open_recall_mean,open_recall_std,open_f1_mean,open_f1_std,closed_precision_mean,closed_precision_std,closed_recall_mean,closed_recall_std,closed_f1_mean,closed_f1_std,pr_auc_closed_mean,pr_auc_closed_std
xgboost,single,low_plus_medium,32,"{""colsample_bytree"": 0.7049842063691458, ""learning_rate"": 0.013271009765149472, ""max_depth"": 5, ""min_child_weight"": 9.431318354804013, ""n_estimators"": 375, ""reg_lambda"": 0.30334800982314974, ""subsample"": 0.8987158445396104}",0.8834099854764361,0.006468903118534749,0.9092332947961925,0.0018088704199193174,0.9683333333333335,0.006976231106658837,0.9378418800023474,0.003648835937788627,0.11277864819505684,0.052765689297153674,0.04016290726817043,0.01989885237946469,0.058832675076048925,0.0287289953192976,0.14392442963836768,0.02029106221240676
xgboost,two-stage,low_plus_medium,32,"{""colsample_bytree"": 0.9203855414566705, ""learning_rate"": 0.1273815071993458, ""max_depth"": 4, ""min_child_weight"": 9.350158871550523, ""n_estimators"": 679, ""reg_lambda"": 3.501199019791219, ""subsample"": 0.6228927760613041}",0.8902232559444878,0.005873668437784531,0.9085079918796664,0.0016942690026927692,0.9776190476190475,0.006317380553057896,0.9417881255026759,0.003279020023538246,0.08818332252542778,0.07513737086155675,0.022410192147034252,0.019853313848822458,0.03544582987760494,0.030900021863713507,0.10503419388964148,0.017983640870164252

