model_key,mode,feature_bundle,selected_trial,params_json,accuracy_mean,accuracy_std,open_precision_mean,open_precision_std,open_recall_mean,open_recall_std,open_f1_mean,open_f1_std,closed_precision_mean,closed_precision_std,closed_recall_mean,closed_recall_std,closed_f1_mean,closed_f1_std,pr_auc_closed_mean,pr_auc_closed_std
lr,two-stage,low_plus_medium,1,"{""C"": 0.2810288421431713, ""class_weight"": null, ""max_iter"": 3000, ""solver"": ""lbfgs""}",0.8786502271252433,0.024659312134977296,0.9091902553441015,0.0020523482061943765,0.9625,0.02749999999999997,0.9349241601112085,0.014065911781978802,0.18571428571428572,0.11428571428571428,0.04609929078014184,0.0035460992907801435,0.06655578367421192,0.007978377816471323,0.13361120142123784,0.017834343372809154
