review_budget_pct,review_n,n_total,closed_base_rate,total_closed,total_open,closed_in_review,open_in_review,closed_rate_in_review,closure_capture,lift_vs_base,min_p_closed_in_review
1.0,31,3082,0.09149902660609993,282,2800,17,14,0.5483870967741935,0.06028368794326241,5.99336536261725,0.7687130584506842
2.0,62,3082,0.09149902660609993,282,2800,34,28,0.5483870967741935,0.12056737588652482,5.99336536261725,0.7255667336251642
5.0,155,3082,0.09149902660609993,282,2800,59,96,0.38064516129032255,0.20921985815602837,4.160100663463738,0.6467453018523137
10.0,309,3082,0.09149902660609993,282,2800,83,226,0.2686084142394822,0.29432624113475175,2.9356423144896597,0.5848105290488859
15.0,463,3082,0.09149902660609993,282,2800,99,364,0.21382289416846653,0.35106382978723405,2.3368870915858646,0.5437035926278955
20.0,617,3082,0.09149902660609993,282,2800,116,501,0.1880064829821718,0.41134751773049644,2.0547375196845867,0.5254492015877374
25.0,771,3082,0.09149902660609993,282,2800,130,641,0.16861219195849547,0.46099290780141844,1.8427758000570322,0.5046763844284812
