model_key,mode,gate_type,feature_bundle,selected_trial,params_json,category_top_k,dataset_top_k,cluster_top_k,threshold,accuracy_mean,accuracy_std,open_precision_mean,open_precision_std,open_recall_mean,open_recall_std,open_f1_mean,open_f1_std,closed_precision_mean,closed_precision_std,closed_recall_mean,closed_recall_std,closed_f1_mean,closed_f1_std,pr_auc_closed_mean,pr_auc_closed_std
lr,single,production,low_plus_medium,14,"{""C"": 0.018702742958488373, ""class_weight"": {""0"": 3.5, ""1"": 1.0}, ""max_iter"": 1000, ""solver"": ""lbfgs""}",15,10,20,0.5,0.8868679267787857,0.009153606003605605,0.9172917096742407,0.0030256102136804346,0.9622619047619048,0.011459531477246543,0.9391978263770039,0.005266010888024314,0.27698207631510413,0.059698713343580394,0.13836675020885547,0.03594741850284071,0.18158932863324562,0.03718860210690639,0.19244351059694817,0.03208782216249154
lr,single,production,low_plus_medium,14,"{""C"": 0.018702742958488373, ""class_weight"": {""0"": 3.5, ""1"": 1.0}, ""max_iter"": 1000, ""solver"": ""lbfgs""}",15,10,30,0.5,0.8871927775088229,0.009787067440798864,0.9175151110063189,0.0032197453310626,0.9623809523809524,0.012550352101374696,0.9393621657110512,0.005675144981517745,0.2809615300641498,0.058573304867647814,0.14074770258980784,0.038993792056253244,0.18418932097929278,0.03886391780973642,0.19251033142610083,0.03234165376752788
lr,single,production,low_plus_medium,14,"{""C"": 0.018702742958488373, ""class_weight"": {""0"": 3.5, ""1"": 1.0}, ""max_iter"": 1000, ""solver"": ""lbfgs""}",15,10,45,0.5,0.8871926021034611,0.009253551653588096,0.9176091813779197,0.0030007582295738626,0.9622619047619048,0.012108962966620389,0.9393575682039568,0.005371255843745922,0.28178648278097895,0.05689510967800779,0.14189640768588135,0.037516710239943185,0.18546068157758475,0.036479920090578405,0.19118406071678354,0.03111274834277342
lr,single,production,low_plus_medium,14,"{""C"": 0.018702742958488373, ""class_weight"": {""0"": 3.5, ""1"": 1.0}, ""max_iter"": 1000, ""solver"": ""lbfgs""}",15,10,60,0.5,0.8862196285616059,0.00939965377050302,0.9171389102049333,0.0031953271002687286,0.9616666666666667,0.011385085920004975,0.9388356489541033,0.0053962665688687805,0.2712373716611617,0.06151584108281683,0.13717627401837929,0.03721454058268216,0.1795490369228144,0.039836048697340594,0.19251298232714062,0.03216200666785083
lr,single,production,low_plus_medium,14,"{""C"": 0.018702742958488373, ""class_weight"": {""0"": 3.5, ""1"": 1.0}, ""max_iter"": 1000, ""solver"": ""lbfgs""}",15,20,20,0.5,0.8868679267787857,0.009153606003605605,0.9172917096742407,0.0030256102136804346,0.9622619047619048,0.011459531477246543,0.9391978263770039,0.005266010888024314,0.27698207631510413,0.059698713343580394,0.13836675020885547,0.03594741850284071,0.18158932863324562,0.03718860210690639,0.19244351059694817,0.03208782216249154
lr,single,production,low_plus_medium,14,"{""C"": 0.018702742958488373, ""class_weight"": {""0"": 3.5, ""1"": 1.0}, ""max_iter"": 1000, ""solver"": ""lbfgs""}",15,20,30,0.5,0.8871927775088229,0.009787067440798864,0.9175151110063189,0.0032197453310626,0.9623809523809524,0.012550352101374696,0.9393621657110512,0.005675144981517745,0.2809615300641498,0.058573304867647814,0.14074770258980784,0.038993792056253244,0.18418932097929278,0.03886391780973642,0.19251033142610083,0.03234165376752788
lr,single,production,low_plus_medium,14,"{""C"": 0.018702742958488373, ""class_weight"": {""0"": 3.5, ""1"": 1.0}, ""max_iter"": 1000, ""solver"": ""lbfgs""}",15,20,45,0.5,0.8871926021034611,0.009253551653588096,0.9176091813779197,0.0030007582295738626,0.9622619047619048,0.012108962966620389,0.9393575682039568,0.005371255843745922,0.28178648278097895,0.05689510967800779,0.14189640768588135,0.037516710239943185,0.18546068157758475,0.036479920090578405,0.19118406071678354,0.03111274834277342
lr,single,production,low_plus_medium,14,"{""C"": 0.018702742958488373, ""class_weight"": {""0"": 3.5, ""1"": 1.0}, ""max_iter"": 1000, ""solver"": ""lbfgs""}",15,20,60,0.5,0.8862196285616059,0.00939965377050302,0.9171389102049333,0.0031953271002687286,0.9616666666666667,0.011385085920004975,0.9388356489541033,0.0053962665688687805,0.2712373716611617,0.06151584108281683,0.13717627401837929,0.03721454058268216,0.1795490369228144,0.039836048697340594,0.19251298232714062,0.03216200666785083
lr,single,production,low_plus_medium,14,"{""C"": 0.018702742958488373, ""class_weight"": {""0"": 3.5, ""1"": 1.0}, ""max_iter"": 1000, ""solver"": ""lbfgs""}",15,30,20,0.5,0.8868679267787857,0.009153606003605605,0.9172917096742407,0.0030256102136804346,0.9622619047619048,0.011459531477246543,0.9391978263770039,0.005266010888024314,0.27698207631510413,0.059698713343580394,0.13836675020885547,0.03594741850284071,0.18158932863324562,0.03718860210690639,0.19244351059694817,0.03208782216249154
lr,single,production,low_plus_medium,14,"{""C"": 0.018702742958488373, ""class_weight"": {""0"": 3.5, ""1"": 1.0}, ""max_iter"": 1000, ""solver"": ""lbfgs""}",15,30,30,0.5,0.8871927775088229,0.009787067440798864,0.9175151110063189,0.0032197453310626,0.9623809523809524,0.012550352101374696,0.9393621657110512,0.005675144981517745,0.2809615300641498,0.058573304867647814,0.14074770258980784,0.038993792056253244,0.18418932097929278,0.03886391780973642,0.19251033142610083,0.03234165376752788
lr,single,production,low_plus_medium,14,"{""C"": 0.018702742958488373, ""class_weight"": {""0"": 3.5, ""1"": 1.0}, ""max_iter"": 1000, ""solver"": ""lbfgs""}",15,30,45,0.5,0.8871926021034611,0.009253551653588096,0.9176091813779197,0.0030007582295738626,0.9622619047619048,0.012108962966620389,0.9393575682039568,0.005371255843745922,0.28178648278097895,0.05689510967800779,0.14189640768588135,0.037516710239943185,0.18546068157758475,0.036479920090578405,0.19118406071678354,0.03111274834277342
lr,single,production,low_plus_medium,14,"{""C"": 0.018702742958488373, ""class_weight"": {""0"": 3.5, ""1"": 1.0}, ""max_iter"": 1000, ""solver"": ""lbfgs""}",15,30,60,0.5,0.8862196285616059,0.00939965377050302,0.9171389102049333,0.0031953271002687286,0.9616666666666667,0.011385085920004975,0.9388356489541033,0.0053962665688687805,0.2712373716611617,0.06151584108281683,0.13717627401837929,0.03721454058268216,0.1795490369228144,0.039836048697340594,0.19251298232714062,0.03216200666785083
lr,single,production,low_plus_medium,14,"{""C"": 0.018702742958488373, ""class_weight"": {""0"": 3.5, ""1"": 1.0}, ""max_iter"": 1000, ""solver"": ""lbfgs""}",15,40,20,0.5,0.8868679267787857,0.009153606003605605,0.9172917096742407,0.0030256102136804346,0.9622619047619048,0.011459531477246543,0.9391978263770039,0.005266010888024314,0.27698207631510413,0.059698713343580394,0.13836675020885547,0.03594741850284071,0.18158932863324562,0.03718860210690639,0.19244351059694817,0.03208782216249154
lr,single,production,low_plus_medium,14,"{""C"": 0.018702742958488373, ""class_weight"": {""0"": 3.5, ""1"": 1.0}, ""max_iter"": 1000, ""solver"": ""lbfgs""}",15,40,30,0.5,0.8871927775088229,0.009787067440798864,0.9175151110063189,0.0032197453310626,0.9623809523809524,0.012550352101374696,0.9393621657110512,0.005675144981517745,0.2809615300641498,0.058573304867647814,0.14074770258980784,0.038993792056253244,0.18418932097929278,0.03886391780973642,0.19251033142610083,0.03234165376752788
lr,single,production,low_plus_medium,14,"{""C"": 0.018702742958488373, ""class_weight"": {""0"": 3.5, ""1"": 1.0}, ""max_iter"": 1000, ""solver"": ""lbfgs""}",15,40,45,0.5,0.8871926021034611,0.009253551653588096,0.9176091813779197,0.0030007582295738626,0.9622619047619048,0.012108962966620389,0.9393575682039568,0.005371255843745922,0.28178648278097895,0.05689510967800779,0.14189640768588135,0.037516710239943185,0.18546068157758475,0.036479920090578405,0.19118406071678354,0.03111274834277342
